Date,Channel,SKU,Vendor,Wheel,Size,Bolt Pattern,Finish,Price,ID,Monthly Total,Monthly Sets,,
10/26/2024,eBay,E-RPF1-188+35-5100-SS,Enkei,Enkei RPF1,18x8 +35,5x100,F1 Silver,"$1,235.56",Enkei RPF118x8 +355x100F1 Silver,,,,
10/25/2024,Shopify,"B-LM-198.5+50,1912+44-5130-DB",BBS,BBS LM,"19x8.5 +50, 19x12 +44",5x130,Diamond Black,"$4,132.80","BBS LM19x8.5 +50, 19x12 +445x130Diamond Black",,,,
10/25/2024,Shopify,"B-LM-209.5+8,2010.5+15-5112-SLV",BBS,BBS LM,"20x9.5 +8, 20x10.5 +15",5x112,Diamond Silver,"$4,867.20","BBS LM20x9.5 +8, 20x10.5 +155x112Diamond Silver",,,,
10/25/2024,Shopify,GL-57CR-189.5+22-51143-GB,Gram Lights,Gram Lights 57CR,18x9.5 +22,5x114.3,Glossy Black,"$1,625.00",Gram Lights 57CR18x9.5 +225x114.3Glossy Black,,,,
10/24/2024,Shopify,B-RIA-189.5+40-5120-SLV,BBS,BBS RI-A,18x9.5 +40,5x120,Diamond Silver,"$3,320.00",BBS RI-A18x9.5 +405x120Diamond Silver,,,,
10/24/2024,eBay,E-RPF1-177+35-4100-SS,Enkei,Enkei RPF1,17x7 +35,4x100,F1 Silver,$467.18,Enkei RPF117x7 +354x100F1 Silver,,,,
10/23/2024,Shopify,D-RegamasterEVOII-189.5+45-5120-SLV,Desmond,Desmond Regamaster EVO II,18x9.5 +45,5x120,Gloss Silver,"$2,400.00",Desmond Regamaster EVO II18x9.5 +455x120Gloss Silver,,,,
10/23/2024,Shopify,V-RacingTE37SagaSPlus-189.5+38-51143-BR,Volk,Volk Racing TE37 Saga S-Plus,18x9.5 +38,5x114.3,Bronze,"$3,050.00",Volk Racing TE37 Saga S-Plus18x9.5 +385x114.3Bronze,,,,
10/22/2024,Shopify,GL-57CR-189.5+38-51143-CP,Gram Lights,Gram Lights 57CR,18x9.5 +38,5x114.3,Chrome Plating,"$2,249.10",Gram Lights 57CR18x9.5 +385x114.3Chrome Plating,,,,
10/22/2024,eBay,E-RPF1-179+35-5100-SS,Enkei,Enkei RPF1,17x9 +35,5x100,F1 Silver,$272.82,Enkei RPF117x9 +355x100F1 Silver,,,,
10/21/2024,eBay,E-RPF1-189+35-51143-SS,Enkei,Enkei RPF1,18x9 +35,5x114.3,F1 Silver,"$1,400.20",Enkei RPF118x9 +355x114.3F1 Silver,,,,
10/20/2024,Shopify,"B-LM-199.5+22,1911+37-5120-SLV",BBS,BBS LM,"19x9.5 +22, 19x11 +37",5x120,Diamond Silver,"$4,900.00","BBS LM19x9.5 +22, 19x11 +375x120Diamond Silver",,,,
10/19/2024,Shopify,E-TY5-199.5+35-51143-PB,Enkei,Enkei TY5,19x9.5 +35,5x114.3,Pearl Black,$277.08,Enkei TY519x9.5 +355x114.3Pearl Black,,,,
10/19/2024,eBay,V-RacingTE37SagaSLMSpec-189.5+22-51143-PB,Volk,Volk Racing TE37 Saga SL M-Spec,18x9.5 +22,5x114.3,Pressed Black,"$3,879.00",Volk Racing TE37 Saga SL M-Spec18x9.5 +225x114.3Pressed Black,,,,
10/18/2024,eBay,E-RPF1-1810.5+15-51143-S,Enkei,Enkei RPF1,18x10.5 +15,5x114.3,SBC,$443.01,Enkei RPF118x10.5 +155x114.3SBC,,,,
10/16/2024,Shopify,E-T6R-189.5+38-51143-MG,Enkei,Enkei T6R,18x9.5 +38,5x114.3,Matte Gunmetal,$950.00,Enkei T6R18x9.5 +385x114.3Matte Gunmetal,,,,
10/16/2024,Shopify,GL-57CR-189.5+22-51143-CP,Gram Lights,Gram Lights 57CR,18x9.5 +22,5x114.3,Chrome Plating,"$2,499.00",Gram Lights 57CR18x9.5 +225x114.3Chrome Plating,,,,
10/16/2024,eBay,E-RPF1-179+35-51143-SS,Enkei,Enkei RPF1,17x9 +35,5x114.3,F1 Silver,$545.16,Enkei RPF117x9 +355x114.3F1 Silver,,,,
10/16/2024,eBay,E-RPF1-179+45-5100-G,Enkei,Enkei RPF1,17x9 +45,5x100,Gold,"$1,091.28",Enkei RPF117x9 +455x100Gold,,,,
10/15/2024,Shopify,GL-57DR-1910.5+35-51143-BR2,Gram Lights,Gram Lights 57DR,19x10.5 +35,5x114.3,Bronze 2,$500.00,Gram Lights 57DR19x10.5 +355x114.3Bronze 2,,,,
10/15/2024,eBay,E-RPF1RS-189.5+12-51143-MG,Enkei,Enkei RPF1RS,18x9.5 +12,5x114.3,Matte Gunmetal,"$1,581.48",Enkei RPF1RS18x9.5 +125x114.3Matte Gunmetal,,,,
10/14/2024,eBay,E-RPF1-147+28-4100-SS,Enkei,Enkei RPF1,14x7 +28,4x100,F1 Silver,$673.81,Enkei RPF114x7 +284x100F1 Silver,,,,
10/14/2024,eBay,E-RPF1-189.5+15-51143-SS,Enkei,Enkei RPF1,18x9.5 +15,5x114.3,F1 Silver,$717.86,Enkei RPF118x9.5 +155x114.3F1 Silver,,,,
10/13/2024,eBay,GL-57DR-189.5+38-51143-BR2,Gram Lights,Gram Lights 57DR,18x9.5 +38,5x114.3,Bronze 2,"$1,695.00",Gram Lights 57DR18x9.5 +385x114.3Bronze 2,,,,
10/10/2024,Shopify,GL-57DR-189.5+38-51143-CP,Gram Lights,Gram Lights 57DR,18x9.5 +38,5x114.3,Chrome Plating,"$1,299.00",Gram Lights 57DR18x9.5 +385x114.3Chrome Plating,,,,
10/9/2024,eBay,"B-LM-188.5+56,1810+65-5130-SLV",BBS,BBS LM,"18x8.5 +56, 18x10 +65",5x130,Diamond Silver,"$3,850.00","BBS LM18x8.5 +56, 18x10 +655x130Diamond Silver",,,,
10/9/2024,eBay,GL-57DR-189.5+38-51143-SGB,Gram Lights,Gram Lights 57DR,18x9.5 +38,5x114.3,Semi Gloss Black,"$1,750.00",Gram Lights 57DR18x9.5 +385x114.3Semi Gloss Black,,,,
10/8/2024,Shopify,E-RPF1-157+35-4100-SS,Enkei,Enkei RPF1,15x7 +35,4x100,F1 Silver,$401.70,Enkei RPF115x7 +354x100F1 Silver,,,,
10/8/2024,eBay,"B-LM-188.5+56,1810+65-5130-SLV",BBS,BBS LM,"18x8.5 +56, 18x10 +65",5x130,Diamond Silver,"$3,550.00","BBS LM18x8.5 +56, 18x10 +655x130Diamond Silver",,,,
10/7/2024,Shopify,GL-57DR-189.5+38-5120-CP,Gram Lights,Gram Lights 57DR,18x9.5 +38,5x120,Chrome Plating,"$2,499.00",Gram Lights 57DR18x9.5 +385x120Chrome Plating,,,,
10/5/2024,eBay,V-RacingTE37SagaSPlus-189.5+38-51143-CP,Volk,Volk Racing TE37 Saga S-Plus,18x9.5 +38,5x114.3,Chrome Plating,"$3,828.00",Volk Racing TE37 Saga S-Plus18x9.5 +385x114.3Chrome Plating,,,,
10/4/2024,Shopify,GL-57CR-189.5+38-51143-CP,Gram Lights,Gram Lights 57CR,18x9.5 +38,5x114.3,Chrome Plating,"$2,249.10",Gram Lights 57CR18x9.5 +385x114.3Chrome Plating,,,,
10/4/2024,eBay,E-RPF1-1810.5+15-51143-SS,Enkei,Enkei RPF1,18x10.5 +15,5x114.3,F1 Silver,$381.92,Enkei RPF118x10.5 +155x114.3F1 Silver,,,,
10/3/2024,Shopify,"V-RacingTE37UltraMSpec-199.5+23,1911+37-5120-BR",Volk,Volk Racing TE37 Ultra M-Spec,"19x9.5 +23, 19x11 +37",5x120,Bronze,"$3,911.40","Volk Racing TE37 Ultra M-Spec19x9.5 +23, 19x11 +375x120Bronze",,,,
10/3/2024,Shopify,GL-57CR-188.5+37-51143-GB,Gram Lights,Gram Lights 57CR,18x8.5 +37,5x114.3,Glossy Black,"$1,532.00",Gram Lights 57CR18x8.5 +375x114.3Glossy Black,,,,
10/2/2024,Shopify,V-RacingTE37SL-189.5+38-5120-FB,Volk,Volk Racing TE37SL,18x9.5 +38,5x120,Flat Black,"$2,500.00",Volk Racing TE37SL18x9.5 +385x120Flat Black,,,,
10/2/2024,eBay,GL-57DR-179+22-51143-SGB,Gram Lights,Gram Lights 57DR,17x9 +22,5x114.3,Semi Gloss Black,"$1,550.00",Gram Lights 57DR17x9 +225x114.3Semi Gloss Black,,,,
10/1/2024,Shopify,GL-57DR-189.5+38-5100-CP,Gram Lights,Gram Lights 57DR,18x9.5 +38,5x100,Chrome Plating,"$2,339.10",Gram Lights 57DR18x9.5 +385x100Chrome Plating,,,,
10/1/2024,eBay,GL-57DR-189.5+12-51143-GB2,Gram Lights,Gram Lights 57DR,18x9.5 +12,5x114.3,Gun Blue 2,$942.70,Gram Lights 57DR18x9.5 +125x114.3Gun Blue 2,,,,
9/30/2024,eBay,GL-57DR-189.5+12-51143-SGB,Gram Lights,Gram Lights 57DR,18x9.5 +12,5x114.3,Semi Gloss Black,$505.90,Gram Lights 57DR18x9.5 +125x114.3Semi Gloss Black,,,,
9/27/2024,Shopify,"B-LM-199.5+22,1911+37-5120-DB",BBS,BBS LM,"19x9.5 +22, 19x11 +37",5x120,Diamond Black,"$4,995.00","BBS LM19x9.5 +22, 19x11 +375x120Diamond Black",,,,
9/27/2024,Shopify,"B-LM-209.5+8,2010.5+15-5112-DB",BBS,BBS LM,"20x9.5 +8, 20x10.5 +15",5x112,Diamond Black,"$4,867.20","BBS LM20x9.5 +8, 20x10.5 +155x112Diamond Black",,,,
9/27/2024,Shopify,V-RacingTE37XTMSpec-178.5-10-61397-BR,Volk,Volk Racing TE37XT M-Spec,17x8.5 -10,6x139.7,Bronze,"$3,095.00",Volk Racing TE37XT M-Spec17x8.5 -106x139.7Bronze,,,,
9/27/2024,eBay,V-RacingTE37LargePCDProgressiveModelII-189+0-61397-SLV,Volk,Volk Racing TE37 Large PCD Progressive Model II,18x9 +0,6x139.7,Diamond Silver,"$3,437.00",Volk Racing TE37 Large PCD Progressive Model II18x9 +06x139.7Diamond Silver,,,,
9/25/2024,Shopify,GL-57DR-179+38-5100-HG,Gram Lights,Gram Lights 57DR,17x9 +38,5x100,HS Gunmetallic,"$1,050.00",Gram Lights 57DR17x9 +385x100HS Gunmetallic,,,,
9/25/2024,Shopify,V-RacingTE37SL-1810+40-51143-CP,Volk,Volk Racing TE37SL,18x10 +40,5x114.3,Chrome Plating,"$3,886.00",Volk Racing TE37SL18x10 +405x114.3Chrome Plating,,,,
9/23/2024,eBay,E-RPF1-179+45-51143-G,Enkei,Enkei RPF1,17x9 +45,5x114.3,Gold,$272.82,Enkei RPF117x9 +455x114.3Gold,,,,
9/23/2024,eBay,GL-57CR-189.5+38-5100-BR2,Gram Lights,Gram Lights 57CR,18x9.5 +38,5x100,Bronze 2,"$1,795.00",Gram Lights 57CR18x9.5 +385x100Bronze 2,,,,
9/20/2024,Shopify,GL-57DR-189.5+38-5120-CP,Gram Lights,Gram Lights 57DR,18x9.5 +38,5x120,Chrome Plating,"$2,499.00",Gram Lights 57DR18x9.5 +385x120Chrome Plating,,,,
9/20/2024,eBay,V-RacingTE37XTMSpec-178.5-10-61397-BB,Volk,Volk Racing TE37XT M-Spec,17x8.5 -10,6x139.7,Blast Black,$878.00,Volk Racing TE37XT M-Spec17x8.5 -106x139.7Blast Black,,,,
9/19/2024,Shopify,E-RPF1-189.5+38-5100-S,Enkei,Enkei RPF1,18x9.5 +38,5x100,SBC,"$1,506.00",Enkei RPF118x9.5 +385x100SBC,,,,
9/19/2024,eBay,E-RPF1-179+22-51143-SS,Enkei,Enkei RPF1,17x9 +22,5x114.3,F1 Silver,"$1,000.00",Enkei RPF117x9 +225x114.3F1 Silver,,,,
9/19/2024,eBay,GL-57DR-189.5+12-51143-SGB,Gram Lights,Gram Lights 57DR,18x9.5 +12,5x114.3,Semi Gloss Black,$990.00,Gram Lights 57DR18x9.5 +125x114.3Semi Gloss Black,,,,
9/18/2024,eBay,E-RPF1-147+28-4100-SS,Enkei,Enkei RPF1,14x7 +28,4x100,F1 Silver,$803.92,Enkei RPF114x7 +284x100F1 Silver,,,,
9/18/2024,eBay,E-RPF1-1810.5+15-51143-SS,Enkei,Enkei RPF1,18x10.5 +15,5x114.3,F1 Silver,"$1,483.13",Enkei RPF118x10.5 +155x114.3F1 Silver,,,,
9/18/2024,eBay,GL-57DR-179+22-51143-SGB,Gram Lights,Gram Lights 57DR,17x9 +22,5x114.3,Semi Gloss Black,$420.00,Gram Lights 57DR17x9 +225x114.3Semi Gloss Black,,,,
9/17/2024,Shopify,B-RIA-189.5+40-5120-SLV,BBS,BBS RI-A,18x9.5 +40,5x120,Diamond Silver,"$2,656.00",BBS RI-A18x9.5 +405x120Diamond Silver,,,,
9/17/2024,Shopify,B-RIA-1810.5+22-5120-SLV,BBS,BBS RI-A,18x10.5 +22,5x120,Diamond Silver,"$3,100.00",BBS RI-A18x10.5 +225x120Diamond Silver,,,,
9/11/2024,Shopify,GL-57DR-189.5+22-51143-BR2,Gram Lights,Gram Lights 57DR,18x9.5 +22,5x114.3,Bronze 2,$495.00,Gram Lights 57DR18x9.5 +225x114.3Bronze 2,,,,
9/11/2024,Shopify,"B-LM-199.5+20,1911+25-5120-SLV",BBS,BBS LM,"19x9.5 +20, 19x11 +25",5x120,Diamond Silver,"$4,920.00","BBS LM19x9.5 +20, 19x11 +255x120Diamond Silver",,,,
9/11/2024,Shopify,GL-57CR-189.5+38-51143-CP,Gram Lights,Gram Lights 57CR,18x9.5 +38,5x114.3,Chrome Plating,"$2,249.10",Gram Lights 57CR18x9.5 +385x114.3Chrome Plating,,,,
9/9/2024,Shopify,V-RacingTE37SagaSL-189.5+38-5120-PG,Volk,Volk Racing TE37 Saga SL,18x9.5 +38,5x120,Pressed Graphite,"$3,200.00",Volk Racing TE37 Saga SL18x9.5 +385x120Pressed Graphite,,,,
9/8/2024,Shopify,GB-UnlimitedNC01-158+38-51143-W,Group B,Group B Unlimited NC-01,15x8 +38,5x114.3,White,"$1,000.00",Group B Unlimited NC-0115x8 +385x114.3White,,,,
9/7/2024,Shopify,E-RPF1-189.5+38-5100-S,Enkei,Enkei RPF1,18x9.5 +38,5x100,SBC,$366.00,Enkei RPF118x9.5 +385x100SBC,,,,
9/7/2024,Shopify,E-TFR-179+40-51143-C,Enkei,Enkei TFR,17x9 +40,5x114.3,Copper,$585.00,Enkei TFR17x9 +405x114.3Copper,,,,
9/7/2024,eBay,GL-57NR-189.5+45-5120-BR,Gram Lights,Gram Lights 57NR,18x9.5 +45,5x120,DarkBronze,"$2,000.00",Gram Lights 57NR18x9.5 +455x120DarkBronze,,,,
9/7/2024,eBay,"V-RacingTE37UltraMSpec-2010+15,2011+15-5112-BR",Volk,Volk Racing TE37 Ultra M-Spec,"20x10 +15, 20x11 +15",5x112,Bronze,"$4,739.68","Volk Racing TE37 Ultra M-Spec20x10 +15, 20x11 +155x112Bronze",,,,
9/6/2024,Shopify,GL-57CR-189.5+38-5120-CP,Gram Lights,Gram Lights 57CR,18x9.5 +38,5x120,Chrome Plating,"$2,499.00",Gram Lights 57CR18x9.5 +385x120Chrome Plating,,,,
9/6/2024,eBay,"GL-57DR-179+12,189.5+12-51143-GB2",Gram Lights,Gram Lights 57DR,"17x9 +12, 18x9.5 +12",5x114.3,Gun Blue 2,"$1,906.52","Gram Lights 57DR17x9 +12, 18x9.5 +125x114.3Gun Blue 2",,,,
9/5/2024,Shopify,"B-LM-199.5+20,1911+25-5120-SLV",BBS,BBS LM,"19x9.5 +20, 19x11 +25",5x120,Diamond Silver,"$5,790.00","BBS LM19x9.5 +20, 19x11 +255x120Diamond Silver",,,,
9/5/2024,eBay,GL-57DR-189.5+38-51143-BR2,Gram Lights,Gram Lights 57DR,18x9.5 +38,5x114.3,Bronze 2,"$1,750.00",Gram Lights 57DR18x9.5 +385x114.3Bronze 2,,,,
9/3/2024,Shopify,A-TC4-189.5+38-5120-RGB,Advan,Advan TC4,18x9.5 +38,5x120,Racing Gloss Black,"$1,400.00",Advan TC418x9.5 +385x120Racing Gloss Black,,,,
9/3/2024,Shopify,A-TC4-189.5+38-5120-RWM,Advan,Advan TC4,18x9.5 +38,5x120,Racing White Metallic,"$1,300.00",Advan TC418x9.5 +385x120Racing White Metallic,,,,
9/3/2024,Shopify,GL-57DR-189.5+38-5120-CP,Gram Lights,Gram Lights 57DR,18x9.5 +38,5x120,Dark Blue Chrome Plating,"$1,335.00",Gram Lights 57DR18x9.5 +385x120Dark Blue Chrome Plating,,,,
9/3/2024,Shopify,GL-57CR-189.5+38-5100-EG,Gram Lights,Gram Lights 57CR,18x9.5 +38,5x100,E8 Gold,"$1,900.00",Gram Lights 57CR18x9.5 +385x100E8 Gold,,,,
9/3/2024,eBay,GL-57CR-189.5+12-51143-EBP,Gram Lights,Gram Lights 57CR,18x9.5 +12,5x114.3,Eternal Blue Pearl,$938.00,Gram Lights 57CR18x9.5 +125x114.3Eternal Blue Pearl,,,,
9/2/2024,Shopify,"V-RacingTE37UltraMSpec-2010+15,2011+15-5112-B",Volk,Volk Racing TE37 Ultra M-Spec,"20x10 +15, 20x11 +15",5x112,Black,"$3,910.20","Volk Racing TE37 Ultra M-Spec20x10 +15, 20x11 +155x112Black",,,,
9/2/2024,Shopify,GL-57DR-189.5+38-51143-CP,Gram Lights,Gram Lights 57DR,18x9.5 +38,5x114.3,Chrome Plating,"$2,499.00",Gram Lights 57DR18x9.5 +385x114.3Chrome Plating,,,,
8/31/2024,eBay,E-RPF1-189.5+15-51143-S,Enkei,Enkei RPF1,18x9.5 +15,5x114.3,SBC,$839.44,Enkei RPF118x9.5 +155x114.3SBC,,,,
8/31/2024,eBay,V-RacingTE37XTMSpec-189-1-6135-BB,Volk,Volk Racing TE37XT M-Spec,18x9 -1,6x135,Blast Black,"$3,297.15",Volk Racing TE37XT M-Spec18x9 -16x135Blast Black,,,,
8/30/2024,Shopify,V-RacingTE37SL-1810+40-51143-CP,Volk,Volk Racing TE37SL,18x10 +40,5x114.3,Chrome Plating,"$3,886.00",Volk Racing TE37SL18x10 +405x114.3Chrome Plating,,,,
8/30/2024,Shopify,D-RegamasterEVOII-179.5+50-51143-GW,Desmond,Desmond Regamaster EVO II,17x9.5 +50,5x114.3,Gloss White,"$2,400.00",Desmond Regamaster EVO II17x9.5 +505x114.3Gloss White,,,,
8/30/2024,Shopify,GL-57DR-189.5+22-51143-CP,Gram Lights,Gram Lights 57DR,18x9.5 +22,5x114.3,Chrome Plating,"$2,400.00",Gram Lights 57DR18x9.5 +225x114.3Chrome Plating,,,,
8/29/2024,Shopify,GL-57DR-189.5+38-51143-CP,Gram Lights,Gram Lights 57DR,18x9.5 +38,5x114.3,Chrome Plating,"$1,249.00",Gram Lights 57DR18x9.5 +385x114.3Chrome Plating,,,,
8/26/2024,Shopify,D-RegamasterEVOII-168+35-4100-SG,Desmond,Desmond Regamaster EVO II,16x8 +35,4x100,Satin Gunmetal,"$2,619.00",Desmond Regamaster EVO II16x8 +354x100Satin Gunmetal,,,,
8/26/2024,Shopify,V-RacingTE37XTMSpec-178.5-10-61397-BB,Volk,Volk Racing TE37XT M-Spec,17x8.5 -10,6x139.7,Blast Black,"$3,000.00",Volk Racing TE37XT M-Spec17x8.5 -106x139.7Blast Black,,,,
8/26/2024,eBay,GL-57DR-189.5+38-51143-BR2,Gram Lights,Gram Lights 57DR,18x9.5 +38,5x114.3,Bronze 2,"$1,850.00",Gram Lights 57DR18x9.5 +385x114.3Bronze 2,,,,
8/26/2024,eBay,GL-57DR-189.5+38-51143-BR2,Gram Lights,Gram Lights 57DR,18x9.5 +38,5x114.3,Bronze 2,"$1,850.00",Gram Lights 57DR18x9.5 +385x114.3Bronze 2,,,,
8/26/2024,eBay,GL-57DR-189.5+38-51143-BR2,Gram Lights,Gram Lights 57DR,18x9.5 +38,5x114.3,Bronze 2,"$1,850.00",Gram Lights 57DR18x9.5 +385x114.3Bronze 2,,,,
8/23/2024,Shopify,GL-57DR-189.5+38-51143-CP,Gram Lights,Gram Lights 57DR,18x9.5 +38,5x114.3,Chrome Plating,"$2,249.10",Gram Lights 57DR18x9.5 +385x114.3Chrome Plating,,,,
8/21/2024,Shopify,GL-57DR-189.5+38-51143-CP,Gram Lights,Gram Lights 57DR,18x9.5 +38,5x114.3,Chrome Plating,"$1,249.00",Gram Lights 57DR18x9.5 +385x114.3Chrome Plating,,,,
8/21/2024,eBay,B-LM-178.5+18-5120-SLV,BBS,BBS LM,17x8.5 +18,5x120,Diamond Silver,"$2,999.00",BBS LM17x8.5 +185x120Diamond Silver,,,,
8/19/2024,Shopify,"E-RPF1RS-189.5+12,1810.5+10-51143-SLV",Enkei,Enkei RPF1RS,"18x9.5 +12, 18x10.5 +10",5x114.3,Silver,"$1,520.00","Enkei RPF1RS18x9.5 +12, 18x10.5 +105x114.3Silver",,,,
8/19/2024,eBay,"V-RacingG025-199.5+25,1910.5+35-5112-SBM/RE",Volk,Volk Racing G025,"19x9.5 +25, 19x10.5 +35",5x112,Shining Black Metal / Rim Edge,"$4,200.00","Volk Racing G02519x9.5 +25, 19x10.5 +355x112Shining Black Metal / Rim Edge",,,,
8/18/2024,eBay,"B-LM-199.5+20,1911+25-5120-DB",BBS,BBS LM,"19x9.5 +20, 19x11 +25",5x120,Diamond Black,"$4,895.00","BBS LM19x9.5 +20, 19x11 +255x120Diamond Black",,,,
8/18/2024,eBay,E-TSV-189.5+38-51143-GB,Enkei,Enkei TS-V,18x9.5 +38,5x114.3,Gloss Black,$546.02,Enkei TS-V18x9.5 +385x114.3Gloss Black,,,,
8/17/2024,Shopify,D-RegamasterEVOII-189.5+22-51143-BI,Desmond,Desmond Regamaster EVO II,18x9.5 +22,5x114.3,Bright II,"$3,499.97",Desmond Regamaster EVO II18x9.5 +225x114.3Bright II,,,,
8/16/2024,eBay,E-RPF1-179+35-51143-SS,Enkei,Enkei RPF1,17x9 +35,5x114.3,F1 Silver,$545.64,Enkei RPF117x9 +355x114.3F1 Silver,,,,
8/16/2024,eBay,E-RPF1-179+35-51143-SS,Enkei,Enkei RPF1,17x9 +35,5x114.3,F1 Silver,$272.82,Enkei RPF117x9 +355x114.3F1 Silver,,,,
8/15/2024,Shopify,V-RacingTE37SagaSL-189.5+35-51143-PG,Volk,Volk Racing TE37 Saga SL,18x9.5 +35,5x114.3,Pressed Graphite,"$3,301.58",Volk Racing TE37 Saga SL18x9.5 +355x114.3Pressed Graphite,,,,
8/15/2024,eBay,GL-57DR-179+38-51143-SGB,Gram Lights,Gram Lights 57DR,17x9 +38,5x114.3,Semi Gloss Black,"$1,690.00",Gram Lights 57DR17x9 +385x114.3Semi Gloss Black,,,,
8/14/2024,Shopify,V-RacingTE37SagaSPlus-189.5+38-51143-DW,Volk,Volk Racing TE37 Saga S-Plus,18x9.5 +38,5x114.3,Dash White,"$3,495.00",Volk Racing TE37 Saga S-Plus18x9.5 +385x114.3Dash White,,,,
8/14/2024,Shopify,GL-57DR-179+38-5100-SGB,Gram Lights,Gram Lights 57DR,17x9 +38,5x100,Semi Gloss Black,"$1,602.00",Gram Lights 57DR17x9 +385x100Semi Gloss Black,,,,
8/13/2024,Shopify,V-RacingCE28N-188.5+30-51143-BR,Volk,Volk Racing CE28N,18x8.5 +30,5x114.3,Bronze,"$3,339.00",Volk Racing CE28N18x8.5 +305x114.3Bronze,,,,
8/13/2024,Shopify,A-RSIII-189.5+45-5120-BGM&R,Advan,Advan RSIII,18x9.5 +45,5x120,Black Gun Metallic & Ring,"$1,495.00",Advan RSIII18x9.5 +455x120Black Gun Metallic & Ring,,,,
8/12/2024,eBay,GL-57DR-189.5+22-51143-GB2,Gram Lights,Gram Lights 57DR,18x9.5 +22,5x114.3,Gun Blue 2,"$1,700.00",Gram Lights 57DR18x9.5 +225x114.3Gun Blue 2,,,,
8/11/2024,Shopify,"D-RegamasterEVOII-189.5+22,1810.5+22-51143-GW",Desmond,Desmond Regamaster EVO II,"18x9.5 +22, 18x10.5 +22",5x114.3,Gloss White,"$3,149.97","Desmond Regamaster EVO II18x9.5 +22, 18x10.5 +225x114.3Gloss White",,,,
8/10/2024,eBay,"B-LM-209+48,2012+72-5130-SLV",BBS,BBS LM,"20x9 +48, 20x12 +72",5x130,Diamond Silver,"$6,443.00","BBS LM20x9 +48, 20x12 +725x130Diamond Silver",,,,
8/10/2024,eBay,E-RPF1-179+35-51143-SS,Enkei,Enkei RPF1,17x9 +35,5x114.3,F1 Silver,$272.82,Enkei RPF117x9 +355x114.3F1 Silver,,,,
8/10/2024,eBay,E-RPF1-189.5+15-51143-SS,Enkei,Enkei RPF1,18x9.5 +15,5x114.3,F1 Silver,$718.38,Enkei RPF118x9.5 +155x114.3F1 Silver,,,,
8/9/2024,Shopify,V-RacingTE37SL-189.5+38-5120-CP,Volk,Volk Racing TE37SL,18x9.5 +38,5x120,Ceramic Polish,"$3,705.00",Volk Racing TE37SL18x9.5 +385x120Ceramic Polish,,,,
8/8/2024,eBay,A-RGD2Truck-178.5-10-61397-RGM,Advan,Advan RG-D2 Truck,17x8.5 -10,6x139.7,Racing Gold Metallic,"$1,500.00",Advan RG-D2 Truck17x8.5 -106x139.7Racing Gold Metallic,,,,
8/7/2024,Shopify,D-RegamasterEVOIITarmac-179.5+46-51143-SLV,Desmond,Desmond Regamaster EVO II Tarmac,17x9.5 +46,5x114.3,Gloss Silver,"$2,800.00",Desmond Regamaster EVO II Tarmac17x9.5 +465x114.3Gloss Silver,,,,
8/6/2024,Shopify,E-RPF1-158+28-4100-SS,Enkei,Enkei RPF1,15x8 +28,4x100,F1 Silver,"$1,040.00",Enkei RPF115x8 +284x100F1 Silver,,,,
8/6/2024,Shopify,GL-57NR-189.5+45-5120-BR,Gram Lights,Gram Lights 57NR,18x9.5 +45,5x120,DarkBronze,"$1,622.40",Gram Lights 57NR18x9.5 +455x120DarkBronze,,,,
8/6/2024,eBay,S-GTX01-189.5+40-51143-FB,SSR,SSR GTX01,18x9.5 +40,5x114.3,Flat Black,$451.51,SSR GTX0118x9.5 +405x114.3Flat Black,,,,
8/5/2024,Shopify,V-RacingCE28NPlus-1810.5+34-5112-DDG,Volk,Volk Racing CE28N-Plus,18x10.5 +34,5x112,Diamond Dark Gunmetal,"$3,675.00",Volk Racing CE28N-Plus18x10.5 +345x112Diamond Dark Gunmetal,,,,
8/5/2024,Shopify,V-RacingTE37SagaSL-189.5+38-5120-PG,Volk,Volk Racing TE37 Saga SL,18x9.5 +38,5x120,Pressed Graphite,"$2,775.00",Volk Racing TE37 Saga SL18x9.5 +385x120Pressed Graphite,,,,
8/5/2024,eBay,E-RPF1-179+35-51143-SS,Enkei,Enkei RPF1,17x9 +35,5x114.3,F1 Silver,"$1,092.00",Enkei RPF117x9 +355x114.3F1 Silver,,,,
8/5/2024,eBay,GL-57CR-179+38-51143-GB,Gram Lights,Gram Lights 57CR,17x9 +38,5x114.3,Glossy Black,$447.20,Gram Lights 57CR17x9 +385x114.3Glossy Black,,,,
8/5/2024,eBay,GL-57DR-189.5+22-51143-CP,Gram Lights,Gram Lights 57DR,18x9.5 +22,5x114.3,Chrome Plating,"$2,299.00",Gram Lights 57DR18x9.5 +225x114.3Chrome Plating,,,,
8/4/2024,eBay,GL-57DR-189.5+38-51143-SGB,Gram Lights,Gram Lights 57DR,18x9.5 +38,5x114.3,Semi Gloss Black,"$1,740.00",Gram Lights 57DR18x9.5 +385x114.3Semi Gloss Black,,,,
8/3/2024,Shopify,V-RacingTE37SagaSL-189.5+35-51143-PG,Volk,Volk Racing TE37 Saga SL,18x9.5 +35,5x114.3,Pressed Graphite,"$2,800.00",Volk Racing TE37 Saga SL18x9.5 +355x114.3Pressed Graphite,,,,
